Name,Nplanets_system,Age[Gyr],Age_e[Gyr],Age_E[Gyr],Mstar[Msun],Mstar_e[Msun],Mstar_E[Msun],Rstar[Rsun],Rstar_e[Rsun],Rstar_E[Rsun],Teff[K],Teff_e[K],Teff_E[K],SiH,SiH_e,SiH_E,MgH,MgH_e,MgH_E,FeH,FeH_e,FeH_E,P[day],P_e[day],P_E[day],m[M_Earth],m_e[M_Earth],m_E[M_Earth],KRV[ms-1],KRV_e[ms-1],KRV_E[ms-1],R[R_Earth],R_e[R_Earth],R_E[R_Earth],rr,rr_e,rr_E,td[ppm],td_e[ppm],td_E[ppm]
TOI-238,1,7.9,5.2,4.5,0.781,0.039,0.04,0.756,0.007,0.007,5059,89,89,-0.09,0.06,0.06,-0.12,0.06,0.06,-0.114,0.051,0.051,1.273099,1.60E-06,1.60E-06,3.37,0.49,0.49,2.36,0.32,0.32,if radius,,,0.01891,0.00055,0.00055,if transit depth,,
